,001a,001b,002a,002b,003a,003b,004a,004b,005a,005b,006a,006b,007a,007b,008a,008b,009a,009b,010a,010b,011a,011b,012a,012b,013a,013b,014a,014b,015a,015b,016a,016b,017a,017b,018a,018b,019a,019b,020a,020b,021a,021b,022a,022b,023a,023b,024a,024b,025a,025b,026a,026b,027a,027b,028a,028b,029a,029b,030a,030b,031a,031b,032a,032b,033a,033b,034a,034b,035a,035b,036a,036b,037a,037b,038a,038b,039a,039b,040a,040b,041a,041b,042a,042b,043a,043b,044a,044b,045a,045b,046a,046b,047a,047b,048a,048b,049a,049b,050a,050b,051a,051b,052a,052b,053a,053b,054a,054b,055a,055b,056a,056b,057a,057b,058a,058b,059a,059b,060a,060b,061a,061b,062a,062b,063a,063b,064a,064b,065a,065b,066a,066b,067a,067b,068a,068b,069a,069b,070a,070b,071a,071b,072a,072b,073a,073b,074a,074b,075a,075b,076a,076b,077a,077b,078a,078b,079a,079b,080a,080b,081a,081b,082a,082b,083a,083b,084a,084b,085a,085b,086a,086b,087a,087b,088a,088b,089a,089b,090a,090b,091a,091b,092a,092b,093a,093b,094a,094b,095a,095b,096a,096b,097a,097b,098a,098b,099a,099b,100a,100b,101a,101b,102a,102b,103a,103b,104a,104b,105a,105b,106a,106b,107a,107b,108a,108b,109a,109b,110a,110b,111a,111b,112a,112b,113a,113b,114a,114b,115a,115b,116a,116b,117a,117b,118a,118b,119a,119b,120a,120b,121a,121b,122a,122b,123a,123b,124a,124b,125a,125b,126a,126b,127a,127b,128a,128b,129a,129b,130a,130b,131a,131b,132a,132b,133a,133b,134a,134b,135a,135b,136a,136b,137a,137b,138a,138b,139a,139b,140a,140b,141a,141b,142a,142b,143a,143b,144a,144b,145a,145b,146a,146b,147a,147b,148a,148b,149a,149b,150a
399,e4,e5,Nf3,d6,Nc3,Nc6,d3,Nf6,g3,Bg4,Bg2,h6,O-O,Bxf3,Bxf3,g6,Nd5,Nxd5,exd5,Nd4,Be4,f5,Bf3,Nxf3+,Qxf3,c6,dxc6,bxc6,Qxc6+,Ke7,Re1,Rc8,Qd5,Rc5,Qf3,Bg7,c3,g5,d4,g4,Qxf5,Qf8,Qxf8+,Rxf8,Re4,a5,dxc5,dxc5,Be3,c4,Bc5+,Ke6,Bxf8,Bxf8,Rae1,Bg7,R1e2,a4,a3,Kd6,Kg2,Kd5,R4e3,e4,Rxe4,Bf8,Re5+,Kd6,Re6+,Kd7,h3,gxh3+,Kxh3,Kd8,Re8+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
400,e4,e5,Qf3,Nf6,g4,Nc6,g5,Ng8,Bc4,Qe7,b3,f6,Ba3,Nb4,gxf6,gxf6,Qh3,d6,Kd1,Bxh3,Nxh3,Nc6,Nc3,Nh6,Rg1,O-O-O,Nb5,a6,Nc3,b5,Bd3,Nd4,Nd5,Qe6,Rg3,c6,Nb6+,Kb7,Rg6,Kxb6,Ng5,Qg4+,f3,Qg1+,Bf1,Qxf1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
401,e3,e5,Qh5,Nc6,Bc4,Qe7,Nh3,Nf6,Qe2,d6,Ng5,Be6,Nxe6,fxe6,Nc3,d5,Bd3,e4,Bb5,a6,Bxc6+,bxc6,b3,g6,Nb1,Bh6,Ba3,c5,Nc3,c4,Bxe7,Kxe7,Na4,c6,Nb6,Rab8,Na4,Bg7,bxc4,Rb4,Nc5,Nh5,Nxa6,Bxa1,Nxb4,Rb8,Nxc6+,Kd7,Nxb8+,Kc8,Nc6,Kc7,Ne5,Bxe5,cxd5,exd5,Qb5,Kd6,Ke2,Nf6,Rb1,Ke6,Qb6+,Kf5,Rb5,Bxh2,Rc5,Be5,Qd8,h5,Qc8+,Kg5,d4,Bd6,Rc6,Bh2,Qf8,Ng4,Qg7,Bg1,Qxg6+,Kh4,Re6,Bxf2,Qe8,Bg3,Qe7+,Nf6,Rxf6,Bf4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
402,e4,e5,Nf3,Nc6,Nc3,Bb4,a3,Bxc3,bxc3,d6,c4,Nf6,d3,Bg4,Bg5,O-O,Be2,Re8,Nh4,Bxe2,Qxe2,Nd4,Qd2,Qd7,Be3,Qa4,Bxd4,exd4,Kf1,c6,g3,d5,exd5,cxd5,Kg2,Rac8,Rhe1,Red8,Nf5,dxc4,Ne7+,Kf8,Nxc8,Rxc8,Rab1,c3,Qe2,Qxa3,Qe7+,Kg8,Qxa3,Nd5,Qa4,Nf6,Rxb7,Kf8,Qb4+,Kg8,Rxa7,h5,Ra6,Rd8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
403,e4,e5,d3,Nc6,Nc3,Nf6,Be3,d5,exd5,Nxd5,Nxd5,Qxd5,Nf3,Bb4+,c3,Be7,d4,exd4,cxd4,Bb4+,Ke2,O-O,Qd3,Re8,g4,g6,Bh3,Bd7,Rhc1,a5,Rxc6,Bxc6,a3,Bd6,Kf1,b6,a4,Bb7,Ng5,Ba6,Qxa6,Rxa6,Nxh7,Kxh7,Bg2,Qc4+,Kg1,Qc2,h4,Bb4,h5,Bd2,Bxd2,Qxd2,hxg6+,Kxg6,Bc6,Re7,Kf1,Qxb2,Re1,Qxd4,Rxe7,Qc4+,Kg2,Qxc6+,Kh3,Qd6,Re1,f5,gxf5+,Kxf5,Rg1,Qd3+,Rg3,Qxg3+,Kxg3,c5,f3,c4,Kf2,Ra8,Ke2,Rd8,Ke3,c3,f4,c2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
404,d4,e5,dxe5,Bb4+,Bd2,Bxd2+,Qxd2,Nc6,Nc3,Nxe5,Nb5,Nc4,Qf4,Nxb2,Nxc7+,Kf8,Qd6+,Qe7,Qd4,Rb8,Qxb2,Qd6,Qc3,Nf6,e4,Nxe4,Nh3,Nxc3,Be2,Qxc7,Rg1,Nxe2,Kxe2,Qxh2,Ng5,Qe5+,Kd2,Qxg5+,Kc3,Qf6+,Kb3,d6,Rad1,Be6+,c4,Bg4,Rd5,Re8,f3,Bf5,Rgd1,Rd8,g4,g6,gxf5,gxf5,f4,h5,c5,dxc5,Rxd8+,Ke7,R1d7+,Ke6,Rd6+,Ke7,R8d7+,Kf8,Rd8+,Qxd8,Rxd8+,Kg7,Rxh8,Kxh8,Kc4,Kg7,Kxc5,b6+,Kd4,Kg6,a4,h4,Ke3,Kh5,Kf2,Kg4,Kg2,h3+,Kh2,f6,a5,bxa5,Kh1,Kxf4,Kh2,Kg4,Kh1,a4,Kg1,a3,Kh2,a2,Kh1,a1,Kh2,Qa2+,Kh1,Qg2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
405,e4,e5,Nf3,Nc6,c3,Nf6,d3,d6,Bg5,h6,Bxf6,gxf6,Qd2,b6,d4,exd4,cxd4,Bb7,d5,Ne5,Nxe5,fxe5,Bc4,Qe7,g3,O-O-O,O-O,f6,Na3,Kb8,Nb5,Bg7,f4,Ba6,Na3,Bxc4,Nxc4,h5,f5,Bh6,Qb4,Qg7,Qb5,Qg4,Na5,Qxe4,Qc6,Qd4+,Rf2,Kc8,Qb7+,Kd7,Nc6,Qxb2,Nb8+,Ke7,Nc6+,Ke8,Raf1,Qb5,Nxd8,Kxd8,Qb8+,Kd7,Qxh8,Be3,Qh7+,Kc8,Qg8+,Kb7,Qe6,Bxf2+,Kxf2,Qc5+,Kg2,Qc2+,Kh3,Qd3,Qxf6,Qxf1+,Kh4,Qc4+,g4,Qxd5,gxh5,Qg8,h6,Qh7,Qg5,b5,f6,b4,Qh5,a5,f7,a4,f8,b3,Qff7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
406,e4,e5,Nf3,f6,Nc3,c6,d3,d5,exd5,cxd5,Be2,d4,Nb5,Na6,O-O,Qd5,Na3,e4,dxe4,Qxe4,Bd3,Qd5,Bxa6,bxa6,Qe2+,Be7,Bd2,Nh6,Qd3,Rb8,b3,Bxa3,Nxd4,Bb2,Rab1,Bxd4,c4,Qc5,Bxh6,gxh6,Rfe1+,Kf7,Re4,Bxf2+,Kf1,Qf5,Qe2,Bc5+,Ke1,Bb4+,Kd1,Rd8+,Kc2,Rd2+,Qxd2,Qxe4+,Qd3,Qxd3+,Kxd3,Bf5+,Kd4,Rd8+,Ke3,Bxb1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
407,e4,c5,e5,e6,Nf3,Nh6,Nc3,d6,d4,cxd4,Nxd4,dxe5,Nf3,Qxd1+,Nxd1,Bb4+,Nc3,O-O,Nxe5,Nd7,Bd2,Nxe5,a3,Bd6,Bxh6,gxh6,Be2,Bd7,Ne4,Bc7,Bg4,Ba5+,b4,Bd8,O-O,Rc8,Rfd1,Rxc2,Rdc1,Rxc1+,Rxc1,Nxg4,Rd1,Bc6,Nd6,f5,f3,Ne3,Re1,Bb6,h3,Nc2+,Kh1,Nxe1,Nc4,Rd8,Nxb6,axb6,Kg1,Rd1,Kf1,Nxf3+,Kf2,Rd2+,Kg3,Ra2,gxf3,Rxa3,h4,Rb3,b5,Rxb5,Kf4,Ra5,h5,Kf7,Ke3,b5,Kd3,b4,Kc2,Rb5,Kb3,Bd5+,Ka4,b3,Kxb5,b2,Kb4,b1,Kc3,Qb3+,Kd4,Qc4+,Ke3,b5,Kd2,b4,Kd1,b3,Kd2,Qc2+,Ke3,b2,Kd4,b1,Ke5,Qe1+,Kd6,Qc6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
408,e4,c6,e5,d5,d4,e6,Nf3,c5,c3,cxd4,cxd4,Bb4+,Nc3,Ne7,a3,Bxc3+,bxc3,O-O,Bd3,Nbc6,O-O,Nf5,Bg5,Qa5,Bxf5,exf5,Qc1,h6,Nh4,hxg5,Nxf5,f6,Nd6,fxe5,Nxc8,exd4,Nd6,dxc3,Nf5,Rxf5,g4,Rf4,f3,Qc5+,Kg2,Nd4,Qe3,c2,Rac1,Raf8,a4,Qc4,a5,Rxf3,Rxf3,Nxf3,Qe6+,Rf7,Qe8+,Rf8,Qe6+,Rf7,Qe8+,Rf8,Qe6+,Rf7,Qe8+,Rf8,Qe6+,Kh7,Qf5+,g6,Qxf8,Ne1+,Kf2,Qd3,Qf7+,Kh8,Qf8+,Kh7,Qf7+,Kh6,Kxe1,Qe3+,Kf1,Qxc1+,Ke2,Qd1+,Ke3,c1,Kf2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
409,e4,c6,e5,d5,d4,f6,Nf3,Nd7,Bd3,fxe5,Nxe5,Ngf6,O-O,g6,Re1,Bg7,Bg5,O-O,Nc3,h6,Bh4,g5,Bg3,h5,Ng6,Rf7,b3,Ng4,a4,h4,Be5,Rxf2,Qxg4,Rf8,Bxg7,Kxg7,Ne5,Nxe5,dxe5,Bxg4,h3,Bf5,Bxf5,Rxf5,Rf1,Qf8,Ne2,a6,Nd4,Rf4,Ne6+,Kh6,Nxf8,Raxf8,Rxf4,Rxf4,e6,b5,axb5,axb5,Re1,Rd4,Rc1,Rd2,Kh2,Kg6,Kg1,Kf6,Kf1,Kxe6,Kg1,c5,Kf1,c4,bxc4,dxc4,Kg1,b4,Kf1,b3,cxb3,cxb3,Rc6+,Kd5,Rb6,Kc4,Ke1,Kc3,Kf1,b2,Rc6+,Kb3,Rb6+,Ka2,Ra6+,Kb1,Rb6,Rc2,Rb7,Kc1,Rb6,b1,Kg1,Qxb6+,Kh2,Qf2,Kh1,Re2,Kh2,e6,Kh1,Qg3,Kg1,Re1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
410,e4,d5,exd5,Qxd5,Nf3,Nf6,Nc3,Qa5,d3,Bf5,Bd2,c6,Be2,e6,O-O,Bg6,Re1,Bd6,g3,O-O,Nh4,Nd5,Nxg6,fxg6,Bg4,Nxc3,Bxc3,Qd5,Bxe6+,Qxe6,Rxe6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
411,e4,e5,Nf3,Nc6,Nc3,Nf6,d4,exd4,Nxd4,Bc5,Be3,Bxd4,Bxd4,Qe7,Bxf6,Qxf6,Bb5,a6,Bxc6,Qxc6,O-O,O-O,Re1,Re8,b4,b5,a3,d6,g3,Bb7,Rb1,Qxc3,Rb3,Qc4,Qf3,Bxe4,Rxe4,Qxe4,Qxe4,Rxe4,Re3,Rxe3,fxe3,Re8,Kf2,g5,Kf3,f6,Kg4,Kg7,Kf5,h5,e4,Kf7,c3,Re5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
412,c4,e5,Nc3,Nf6,e3,e4,b3,d6,Bb2,Nc6,h3,Ne5,Qc2,Nd3+,Bxd3,exd3,Qxd3,Be7,Nf3,c5,Nh4,O-O,O-O-O,g6,f4,b6,g4,Bd7,f5,Qc8,fxg6,hxg6,g5,Nh5,Nd5,Bxg5,Nf3,Ng3,Rhg1,Bh4,Nxh4,g5,Nf3,Bxh3,Rxg3,Bf5,e4,Bg6,Nxg5,Qe8,Nc7,Qb8,Nxa8,Qxa8,Nf3,Qe8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
413,e4,e5,g3,Nf6,Bg2,Nc6,Nc3,Bb4,Nf3,Bxc3,bxc3,d6,O-O,Bg4,d4,exd4,cxd4,d5,e5,Ne4,Bg5,f6,Be3,Nc3,Qd2,Ne4,Qc1,O-O,h3,Bxf3,Bxf3,Ng5,Bh5,Nxh3+,Kh1,f5,c4,g6,Be2,dxc4,Bxc4+,Kh8,Bh6,Re8,Bg5,Qxd4,Be3,Qe4+,f3,Qxe5,f4,Qe4+,Kh2,Nb4,Qb2+,Re5,fxe5,Qxe3,e6+,Kg8,e7+,Qe6,Bxe6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
414,e4,e5,Nf3,Nc6,Bb5,Nf6,Bxc6,bxc6,Nc3,d6,d4,exd4,Nxd4,Qd7,Qe2,c5,e5,Ng8,exd6+,Be7,Nf3,Qxd6,Nb5,Qe6,Nxc7+,Kd7,Nxe6,fxe6,Qe4,Rb8,Qa4+,Kd8,Qxa7,Rb7,Qa4,c4,O-O,Nf6,Bf4,Ne4,Rfd1+,Bd7,Rxd7+,Rxd7,Qa8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
415,e4,e5,Nf3,Nc6,Nc3,Bd6,d4,a6,dxe5,Bxe5,Bg5,f6,Be3,d6,Bc4,Nge7,O-O,Bxc3,bxc3,b5,Bd5,Bb7,Nh4,Nxd5,exd5,Ne5,Qh5+,g6,Qd1,f5,Qd2,Qxh4,g3,Qg4,Rad1,Nf3+,Kg2,Nxd2,Rxd2,Qe4+,Kg1,Bxd5,Re1,Qg2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
416,Nc3,e5,e4,Nf6,Nf3,Nc6,h4,d5,Qe2,dxe4,Nxe4,Nxe4,Qxe4,Bb4,c3,Bc5,Ng5,O-O,Qxh7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
417,e4,e5,Bc4,Qe7,d4,Nc6,c3,Nf6,Qf3,d6,Bg5,h6,Bxf6,gxf6,Qh5,Bg7,Nf3,Na5,Bd3,Be6,dxe5,fxe5,O-O,Nc6,Na3,b6,Nb5,O-O-O,Qh4,Bf6,Qg3,h5,b3,h4,Nxh4,Bxh4,Nxa7+,Nxa7,Qe3,Bg5,Qe1,Kb8,Ba6,Bd7,a4,b5,a5,b4,cxb4,Bb5,Bxb5,Nxb5,a6,f6,Qe2,c6,Qc4,d5,Qxc6,Qc7,Qxb5+,Kc8,Rac1,Bxc1,a7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
418,e4,Nc6,e5,Nxe5,Nf3,Nxf3+,gxf3,b6,Bg2,Bb7,d3,Nf6,Nc3,g6,Ne4,Nxe4,fxe4,Bg7,Bg5,f6,Bf4,g5,Be3,f5,Bxg5,Bxb2,Rb1,Bf6,Bxf6,exf6,exf5,Bxg2,Rg1,Bb7,Qe2+,Qe7,Qxe7+,Kxe7,Kd2,Rae8,Rge1+,Kd8,Rxe8+,Rxe8,Re1,Rxe1,Kxe1,a5,c3,d5,d4,c5,Kd2,Kc7,dxc5,bxc5,a3,Kb6,Ke3,Kb5,f4,Kc4,Kd2,Kb3,h4,Kxa3,h5,Kb3,h6,a4,Kc1,a3,Kb1,d4,cxd4,cxd4,Ka1,d3,Kb1,d2,Ka1,d1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
419,e4,e5,Nf3,Nf6,Nxe5,Nxe4,d3,Nf6,Bg5,Bc5,Nf3,h6,Bxf6,Qxf6,Qe2+,Be7,c3,d6,d4,Bg4,h3,Bxf3,gxf3,Nc6,Bg2,O-O,f4,Qxf4,O-O,d5,Qf3,Bd6,Qxf4,Bxf4,Bxd5,Na5,Na3,c6,Be4,Rae8,Bf5,Re4,Bxe4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
420,e4,e5,Bc4,Nc6,Nf3,Nf6,Nc3,d6,d3,Qe7,Bg5,Be6,Nb5,Bxc4,dxc4,h6,Bh4,g5,Bxg5,hxg5,Nxg5,Rh5,f4,exf4,e5,dxe5,Ne4,Qb4+,c3,Qe7,Nxf6+,Qxf6,Nxc7+,Ke7,Nxa8,Na5,Qxh5,Nxc4,Rd1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
421,e4,d5,exd5,Qxd5,Nc3,Qe6+,Be2,Nf6,Nf3,Nc6,d4,Nd5,Ng5,Qf5,Bd3,Qf6,Nxd5,Qd6,Be4,e6,Ne3,f6,Nf3,f5,Nc4,Qd7,Bxc6,Qxc6,b3,Bb4+,Bd2,Bd6,Nce5,Bxe5,Nxe5,Qxg2,Rf1,Qxh2,Ng4,fxg4,f4,Qh4+,Rf2,g3,Rg2,Qh1+,Ke2,Qxg2+,Ke1,Qf2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
